724940,"SAN FRANCISCO INTL AP",CA,-8.0,37.617,-122.400,2
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
05/24/1996,17:00,693,1331,420,1,10,454,1,16,183,1,10,44200,1,10,45700,1,16,20400,1,10,3950,1,21,1,A,7,0,A,7,20.0,A,7,7.2,A,7,43,A,7,1009,A,7,270,A,7,10.8,A,7,72000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,18:00,448,1331,216,1,10,283,1,16,121,1,10,23100,1,10,26600,1,16,14100,1,10,2420,1,21,1,A,7,0,A,7,18.3,A,7,8.3,A,7,52,A,7,1009,A,7,280,A,7,8.8,A,7,72000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,19:00,193,1331,62,1,10,51,1,16,55,1,10,6800,1,10,3400,1,16,6300,1,10,1160,1,21,3,A,7,1,A,7,16.1,A,7,8.9,A,7,62,A,7,1009,A,7,280,A,7,8.8,A,7,72000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,20:00,10,411,1,1,10,0,1,16,1,1,10,0,1,10,0,1,16,0,1,10,0,1,21,1,A,7,0,A,7,13.9,A,7,9.4,A,7,74,A,7,1009,A,7,280,A,7,9.3,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,9.4,A,7,77,A,7,1009,A,7,280,A,7,7.2,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,9.4,A,7,77,A,7,1009,A,7,280,A,7,6.2,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.9,A,7,10.0,A,7,77,A,7,1008,A,7,310,A,7,5.7,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/24/1996,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,12.8,A,7,10.0,A,7,83,A,7,1008,A,7,280,A,7,5.7,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,12.8,A,7,10.0,A,7,83,A,7,1008,A,7,270,A,7,3.6,A,7,32000,A,7,77777,A,7,1.2,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,9.4,A,7,77,A,7,1008,A,7,280,A,7,5.2,A,7,32000,A,7,77777,A,7,1.3,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,9.4,A,7,77,A,7,1008,A,7,270,A,7,3.6,A,7,32000,A,7,77777,A,7,1.3,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.9,A,7,10.0,A,7,77,A,7,1008,A,7,130,A,7,1.0,A,7,32000,A,7,77777,A,7,1.3,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,05:00,1,122,0,1,10,0,1,16,0,1,10,0,1,10,0,1,16,0,1,10,0,1,21,1,A,7,1,A,7,12.8,A,7,9.4,A,7,80,A,7,1008,A,7,260,A,7,3.6,A,7,48000,A,7,77777,A,7,1.3,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,06:00,140,1331,45,1,10,99,1,16,35,1,10,4800,1,10,4900,1,16,4300,1,10,640,1,21,0,A,7,0,A,7,16.1,A,7,11.7,A,7,75,A,7,1008,A,7,110,A,7,3.1,A,7,48000,A,7,77777,A,7,1.3,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,07:00,393,1331,203,1,10,411,1,16,82,1,10,21700,1,10,36200,1,16,10900,1,10,1500,1,21,0,A,7,0,A,7,21.1,A,7,10.6,A,7,51,A,7,1009,A,7,10,A,7,1.5,A,7,48000,A,7,77777,A,7,1.4,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,08:00,642,1331,363,1,10,448,1,16,147,1,10,38800,1,10,44700,1,16,17200,1,10,3020,1,21,1,A,7,1,A,7,22.2,A,7,10.6,A,7,48,A,7,1009,A,7,350,A,7,5.7,A,7,48000,A,7,77777,A,7,1.4,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,09:00,867,1331,569,1,10,641,1,16,151,1,10,60300,1,10,64900,1,16,17900,1,10,3880,1,21,1,A,7,1,A,7,23.3,A,7,10.6,A,7,45,A,7,1009,A,7,350,A,7,6.7,A,7,48000,A,7,77777,A,7,1.4,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,10:00,1053,1331,755,1,10,719,1,16,186,1,10,80600,1,10,73500,1,16,22300,1,10,6520,1,21,1,A,7,1,A,7,23.9,A,7,10.6,A,7,43,A,7,1009,A,7,340,A,7,6.2,A,7,48000,A,7,77777,A,7,1.5,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,11:00,1188,1331,902,1,10,800,1,16,188,1,10,94200,1,10,80300,1,16,22500,1,10,8790,1,21,1,A,7,1,A,7,25.0,A,7,10.6,A,7,40,A,7,1009,A,7,340,A,7,6.2,A,7,48000,A,7,77777,A,7,1.5,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,12:00,1261,1331,962,1,10,798,1,16,205,1,10,100400,1,10,80000,1,16,24400,1,10,13620,1,21,1,A,7,0,A,7,26.7,A,7,8.9,A,7,33,A,7,1009,A,7,330,A,7,7.2,A,7,72000,A,7,77777,A,7,1.5,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,13:00,1268,1331,981,1,10,817,1,16,201,1,10,102700,1,10,82000,1,16,24300,1,10,14050,1,21,0,A,7,0,A,7,27.2,A,7,10.0,A,7,34,A,7,1009,A,7,280,A,7,7.2,A,7,72000,A,7,77777,A,7,1.6,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,14:00,1209,1331,925,1,10,803,1,16,195,1,10,96500,1,10,80500,1,16,23200,1,10,9930,1,21,0,A,7,0,A,7,25.6,A,7,9.4,A,7,36,A,7,1009,A,7,260,A,7,8.8,A,7,72000,A,7,77777,A,7,1.6,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,15:00,1088,1331,813,1,10,772,1,16,182,1,10,87200,1,10,79100,1,16,22400,1,10,6950,1,21,0,A,7,0,A,7,24.4,A,7,8.9,A,7,37,A,7,1009,A,7,260,A,7,9.8,A,7,72000,A,7,77777,A,7,1.6,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,16:00,912,1331,651,1,10,716,1,16,160,1,10,69100,1,10,72700,1,16,19100,1,10,4370,1,21,0,A,7,0,A,7,25.0,A,7,8.3,A,7,35,A,7,1009,A,7,270,A,7,10.3,A,7,72000,A,7,77777,A,7,1.7,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,17:00,695,1331,399,1,10,512,1,16,132,1,10,41700,1,10,50600,1,16,15300,1,10,2830,1,21,1,A,7,0,A,7,23.9,A,7,7.8,A,7,36,A,7,1009,A,7,260,A,7,8.8,A,7,72000,A,7,77777,A,7,1.7,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,18:00,450,1331,232,1,10,404,1,16,95,1,10,24700,1,10,37100,1,16,12100,1,10,1770,1,21,3,A,7,1,A,7,22.2,A,7,7.8,A,7,40,A,7,1009,A,7,270,A,7,8.8,A,7,72000,A,7,77777,A,7,1.7,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,19:00,196,1331,69,1,10,149,1,16,47,1,10,7300,1,10,9300,1,16,6000,1,10,860,1,21,1,A,7,1,A,7,17.8,A,7,10.0,A,7,60,A,7,1010,A,7,280,A,7,7.7,A,7,72000,A,7,77777,A,7,1.8,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,20:00,11,433,1,1,10,1,1,16,1,1,10,0,1,10,0,1,16,0,1,10,0,1,21,1,A,7,1,A,7,15.0,A,7,10.0,A,7,72,A,7,1011,A,7,290,A,7,5.2,A,7,32000,A,7,77777,A,7,1.8,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,15.0,A,7,10.6,A,7,75,A,7,1012,A,7,290,A,7,3.6,A,7,32000,A,7,77777,A,7,1.8,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,15.0,A,7,10.0,A,7,72,A,7,1012,A,7,260,A,7,2.1,A,7,32000,A,7,77777,A,7,1.9,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,13.9,A,7,10.6,A,7,80,A,7,1013,A,7,0,A,7,0.0,A,7,32000,A,7,77777,A,7,1.9,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/25/1996,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,10.6,A,7,84,A,7,1012,A,7,280,A,7,1.5,A,7,32000,A,7,77777,A,7,1.9,E,8,0.181,F,8,0.130,F,8,0,1,A,7
05/26/1996,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,13.3,A,7,10.6,A,7,84,A,7,1013,A,7,170,A,7,5.2,A,7,32000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,13.3,A,7,10.6,A,7,84,A,7,1013,A,7,160,A,7,3.1,A,7,32000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,12.8,A,7,10.6,A,7,86,A,7,1013,A,7,160,A,7,5.7,A,7,32000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,4,A,7,4,A,7,12.8,A,7,10.6,A,7,86,A,7,1014,A,7,180,A,7,6.2,A,7,32000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,05:00,1,144,0,1,10,0,1,16,0,1,10,0,1,10,0,1,16,0,1,10,0,1,21,8,A,7,8,A,7,12.8,A,7,10.6,A,7,86,A,7,1014,A,7,200,A,7,4.1,A,7,32000,A,7,457,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,06:00,142,1331,46,1,10,150,1,16,30,1,10,4800,1,10,8000,1,16,4000,1,10,530,1,21,5,A,7,5,A,7,13.3,A,7,10.6,A,7,84,A,7,1014,A,7,170,A,7,2.1,A,7,32000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,07:00,395,1331,99,1,10,96,1,16,70,1,10,11100,1,10,8800,1,16,8400,1,10,1560,1,21,6,A,7,6,A,7,14.4,A,7,11.1,A,7,81,A,7,1015,A,7,210,A,7,2.1,A,7,32000,A,7,457,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,08:00,643,1331,203,1,10,90,1,16,159,1,10,22400,1,10,9200,1,16,18000,1,10,3910,1,21,9,A,7,9,A,7,13.9,A,7,11.1,A,7,83,A,7,1015,A,7,220,A,7,5.2,A,7,32000,A,7,396,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,09:00,868,1331,500,1,10,303,1,16,302,1,10,53600,1,10,32400,1,16,32400,1,10,8190,1,21,8,A,7,8,A,7,14.4,A,7,10.6,A,7,78,A,7,1015,A,7,190,A,7,6.2,A,7,32000,A,7,518,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,10:00,1054,1331,618,1,10,445,1,16,265,1,10,66600,1,10,46400,1,16,29800,1,10,9320,1,21,7,A,7,7,A,7,15.0,A,7,10.6,A,7,75,A,7,1015,A,7,190,A,7,6.2,A,7,32000,A,7,640,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,11:00,1188,1331,594,1,10,203,1,16,413,1,10,65500,1,10,21700,1,16,46200,1,10,19190,1,21,8,A,7,8,A,7,15.0,A,7,11.1,A,7,77,A,7,1016,A,7,200,A,7,8.2,A,7,32000,A,7,610,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,12:00,1262,1331,504,1,10,224,1,16,291,1,10,57000,1,10,24500,1,16,33700,1,10,18530,1,21,9,A,7,9,A,7,14.4,A,7,10.0,A,7,75,A,7,1016,A,7,220,A,7,8.8,A,7,32000,A,7,610,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,13:00,1269,1331,485,1,10,111,1,16,379,1,10,54100,1,10,11900,1,16,42700,1,10,23680,1,21,9,A,7,9,A,7,15.0,A,7,10.0,A,7,72,A,7,1016,A,7,240,A,7,6.2,A,7,48000,A,7,610,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,14:00,1210,1331,265,1,10,0,1,16,265,1,10,32100,1,10,0,1,16,32100,1,10,12810,1,21,10,A,7,10,A,7,13.9,A,7,10.6,A,7,80,A,7,1016,A,7,220,A,7,6.7,A,7,32000,A,7,518,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,15:00,1089,1331,235,1,10,0,1,16,235,1,10,28300,1,10,0,1,16,28300,1,10,11390,1,21,10,A,7,10,A,7,13.3,A,7,10.0,A,7,80,A,7,1016,A,7,240,A,7,8.2,A,7,24000,A,7,518,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,16:00,914,1331,191,1,10,0,1,16,191,1,10,22800,1,10,0,1,16,22800,1,10,9060,1,21,10,A,7,10,A,7,13.3,A,7,10.0,A,7,80,A,7,1015,A,7,240,A,7,8.8,A,7,24000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,17:00,697,1331,137,1,10,0,1,16,137,1,10,16100,1,10,0,1,16,16100,1,10,6140,1,21,10,A,7,10,A,7,12.8,A,7,9.4,A,7,80,A,7,1015,A,7,250,A,7,8.2,A,7,24000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,18:00,452,1331,77,1,10,0,1,16,77,1,10,9000,1,10,0,1,16,9000,1,10,3210,1,21,10,A,7,10,A,7,12.8,A,7,9.4,A,7,80,A,7,1015,A,7,240,A,7,9.8,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,19:00,199,1331,28,1,10,0,1,16,28,1,10,3300,1,10,0,1,16,3300,1,10,1080,1,21,10,A,7,10,A,7,12.8,A,7,9.4,A,7,80,A,7,1015,A,7,250,A,7,9.3,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,20:00,12,432,1,1,10,0,1,16,1,1,10,0,1,10,0,1,16,0,1,10,0,1,21,10,A,7,10,A,7,12.2,A,7,9.4,A,7,83,A,7,1015,A,7,240,A,7,10.3,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,12.2,A,7,9.4,A,7,83,A,7,1015,A,7,240,A,7,8.8,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.7,A,7,8.9,A,7,83,A,7,1014,A,7,240,A,7,7.7,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.7,A,7,8.9,A,7,83,A,7,1014,A,7,250,A,7,12.4,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/26/1996,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.1,A,7,8.9,A,7,86,A,7,1013,A,7,240,A,7,11.8,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.1,A,7,8.3,A,7,83,A,7,1013,A,7,250,A,7,10.3,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.1,A,7,8.3,A,7,83,A,7,1013,A,7,270,A,7,9.3,A,7,16000,A,7,488,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,11.1,A,7,8.9,A,7,86,A,7,1013,A,7,260,A,7,7.7,A,7,16000,A,7,1006,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,04:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10,A,7,10,A,7,10.6,A,7,8.9,A,7,89,A,7,1013,A,7,260,A,7,5.7,A,7,16000,A,7,945,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,05:00,1,144,0,1,10,0,1,16,0,1,10,0,1,10,0,1,16,0,1,10,0,1,21,6,A,7,6,A,7,10.6,A,7,8.9,A,7,89,A,7,1014,A,7,240,A,7,4.6,A,7,11200,A,7,945,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,06:00,144,1330,45,1,10,83,1,16,36,1,10,4800,1,10,4200,1,16,4300,1,10,660,1,21,0,A,7,0,A,7,10.6,A,7,8.9,A,7,89,A,7,1014,A,7,260,A,7,4.6,A,7,11200,A,7,77777,A,7,2.1,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,07:00,396,1330,191,1,10,276,1,16,109,1,10,20300,1,10,24800,1,16,12900,1,10,2150,1,21,1,A,7,1,A,7,12.2,A,7,9.4,A,7,83,A,7,1014,A,7,260,A,7,4.1,A,7,14400,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,08:00,644,1330,389,1,10,530,1,16,132,1,10,42000,1,10,53000,1,16,16300,1,10,2690,1,21,1,A,7,1,A,7,13.9,A,7,9.4,A,7,74,A,7,1014,A,7,250,A,7,2.1,A,7,14400,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,09:00,869,1330,579,1,10,485,1,16,262,1,10,60700,1,10,49900,1,16,28100,1,10,6820,1,21,1,A,7,1,A,7,14.4,A,7,9.4,A,7,72,A,7,1014,A,7,260,A,7,3.6,A,7,14400,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,10:00,1055,1330,737,1,10,694,1,16,187,1,10,78700,1,10,70900,1,16,22300,1,10,6590,1,21,1,A,7,1,A,7,17.2,A,7,10.0,A,7,63,A,7,1014,A,7,280,A,7,1.0,A,7,16000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,11:00,1189,1330,854,1,10,729,1,16,202,1,10,91900,1,10,74800,1,16,24900,1,10,10490,1,21,1,A,7,1,A,7,17.8,A,7,10.6,A,7,63,A,7,1014,A,7,310,A,7,5.7,A,7,16000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,12:00,1262,1330,877,1,10,676,1,16,235,1,10,94000,1,10,69200,1,16,28300,1,10,17110,1,21,1,A,7,1,A,7,17.8,A,7,10.6,A,7,63,A,7,1014,A,7,300,A,7,8.2,A,7,16000,A,7,77777,A,7,2.0,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,13:00,1270,1330,972,1,10,791,1,16,217,1,10,101100,1,10,79100,1,16,25400,1,10,15220,1,21,0,A,7,0,A,7,19.4,A,7,11.1,A,7,59,A,7,1014,A,7,280,A,7,7.2,A,7,16000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,14:00,1211,1330,918,1,10,778,1,16,210,1,10,98800,1,10,79800,1,16,26000,1,10,11900,1,21,0,A,7,0,A,7,18.9,A,7,10.6,A,7,59,A,7,1014,A,7,290,A,7,7.2,A,7,16000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,15:00,1090,1330,807,1,10,746,1,16,196,1,10,86200,1,10,76200,1,16,23600,1,10,7500,1,21,0,A,7,0,A,7,17.8,A,7,9.4,A,7,58,A,7,1014,A,7,280,A,7,8.8,A,7,16000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,16:00,915,1330,647,1,10,689,1,16,172,1,10,68300,1,10,69800,1,16,20100,1,10,4680,1,21,0,A,7,0,A,7,16.7,A,7,8.9,A,7,60,A,7,1013,A,7,280,A,7,8.8,A,7,16000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,17:00,699,1330,451,1,10,594,1,16,139,1,10,47000,1,10,58600,1,16,16200,1,10,2970,1,21,0,A,7,0,A,7,15.6,A,7,8.9,A,7,64,A,7,1013,A,7,270,A,7,7.7,A,7,16000,A,7,77777,A,7,1.9,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,18:00,455,1330,245,1,10,431,1,16,97,1,10,26000,1,10,39800,1,16,12400,1,10,1810,1,21,0,A,7,0,A,7,14.4,A,7,8.3,A,7,67,A,7,1013,A,7,270,A,7,6.2,A,7,14400,A,7,77777,A,7,1.8,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,19:00,201,1330,73,1,10,155,1,16,50,1,10,7800,1,10,9900,1,16,6300,1,10,920,1,21,0,A,7,0,A,7,13.3,A,7,8.3,A,7,72,A,7,1013,A,7,260,A,7,6.2,A,7,11200,A,7,77777,A,7,1.8,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,20:00,13,454,1,1,10,1,1,16,1,1,10,0,1,10,0,1,16,0,1,10,0,1,21,0,A,7,0,A,7,11.7,A,7,8.3,A,7,80,A,7,1013,A,7,280,A,7,4.1,A,7,14400,A,7,77777,A,7,1.8,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,21:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,11.7,A,7,8.3,A,7,80,A,7,1013,A,7,250,A,7,6.7,A,7,16000,A,7,77777,A,7,1.8,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,22:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,A,7,0,A,7,11.7,A,7,8.3,A,7,80,A,7,1014,A,7,250,A,7,6.2,A,7,16000,A,7,77777,A,7,1.8,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,23:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,11.1,A,7,8.3,A,7,83,A,7,1014,A,7,240,A,7,6.2,A,7,16000,A,7,77777,A,7,1.7,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/27/1996,24:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,10.6,A,7,7.8,A,7,83,A,7,1014,A,7,250,A,7,2.6,A,7,16000,A,7,77777,A,7,1.7,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/28/1996,01:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,10.6,A,7,7.8,A,7,83,A,7,1013,A,7,230,A,7,2.6,A,7,16000,A,7,77777,A,7,1.7,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/28/1996,02:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,10.6,A,7,7.8,A,7,83,A,7,1013,A,7,220,A,7,4.6,A,7,16000,A,7,77777,A,7,1.7,E,8,0.182,F,8,0.130,F,8,0,1,A,7
05/28/1996,03:00,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,A,7,1,A,7,10.0,A,7,7.8,A,7,86,A,7,1013,A,7,230,A,7,2.1,A,7,16000,A,7,77777,A,7,1.7,E,8,0.182,F,8,0.130,F,8,0,1,A,7
