datetime,dewptm,hum,precipm,pressurem,rain,tempm,vism,wgustm,wspdm
2011-01-04 16:56:00,5.0,66.0,-9999.0,1023.8,0.0,11.1,16.100000000000001,-9999.0,0.0
2011-01-04 17:56:00,5.5999999999999996,71.0,-9999.0,1024.0999999999999,0.0,10.6,16.100000000000001,-9999.0,0.0
2011-01-04 18:56:00,5.5999999999999996,77.0,-9999.0,1024.8,0.0,9.4000000000000004,16.100000000000001,-9999.0,0.0
2011-01-04 19:56:00,5.0,80.0,-9999.0,1025.3,0.0,8.3000000000000007,16.100000000000001,-9999.0,0.0
2011-01-04 20:56:00,6.0,87.0,-9999.0,1025.3,0.0,8.0,16.100000000000001,-9999.0,0.0
2011-01-04 21:56:00,5.0,80.0,-9999.0,1025.5,0.0,8.3000000000000007,16.100000000000001,-9999.0,0.0
2011-01-04 22:56:00,5.0,83.0,-9999.0,1025.5,0.0,7.7999999999999998,16.100000000000001,-9999.0,0.0
2011-01-04 23:56:00,4.4000000000000004,82.0,-9999.0,1025.5999999999999,0.0,7.2000000000000002,16.100000000000001,-9999.0,0.0
2011-01-05 00:56:00,4.4000000000000004,85.0,-9999.0,1026.0999999999999,0.0,6.7000000000000002,16.100000000000001,-9999.0,0.0
2011-01-05 01:56:00,3.8999999999999999,86.0,-9999.0,1026.0999999999999,0.0,6.0999999999999996,16.100000000000001,-9999.0,9.3000000000000007
2011-01-05 02:56:00,3.8999999999999999,86.0,-9999.0,1026.0,0.0,6.0999999999999996,16.100000000000001,-9999.0,0.0
2011-01-05 03:56:00,3.2999999999999998,89.0,-9999.0,1026.2,0.0,5.0,16.100000000000001,-9999.0,0.0
2011-01-05 04:56:00,2.2000000000000002,89.0,-9999.0,1026.0999999999999,0.0,3.8999999999999999,16.100000000000001,-9999.0,5.5999999999999996
2011-01-05 05:56:00,2.7999999999999998,89.0,-9999.0,1026.4000000000001,0.0,4.4000000000000004,16.100000000000001,-9999.0,5.5999999999999996
2011-01-05 06:56:00,3.2999999999999998,93.0,-9999.0,1026.9000000000001,0.0,4.4000000000000004,16.100000000000001,-9999.0,5.5999999999999996
2011-01-05 07:56:00,3.2999999999999998,93.0,-9999.0,1027.3,0.0,4.4000000000000004,14.5,-9999.0,9.3000000000000007
2011-01-05 08:56:00,5.0,86.0,-9999.0,1027.8,0.0,7.2000000000000002,14.5,-9999.0,7.4000000000000004
2011-01-05 09:56:00,4.4000000000000004,79.0,-9999.0,1028.3,0.0,7.7999999999999998,16.100000000000001,-9999.0,9.3000000000000007
2011-01-05 10:56:00,4.4000000000000004,74.0,-9999.0,1027.8,0.0,8.9000000000000004,16.100000000000001,-9999.0,7.4000000000000004
2011-01-05 11:56:00,4.4000000000000004,71.0,-9999.0,1026.8,0.0,9.4000000000000004,16.100000000000001,-9999.0,7.4000000000000004
2011-01-05 12:56:00,4.4000000000000004,66.0,-9999.0,1025.5999999999999,0.0,10.6,16.100000000000001,-9999.0,0.0
2011-01-05 13:56:00,5.5999999999999996,66.0,-9999.0,1025.2,0.0,11.699999999999999,16.100000000000001,-9999.0,0.0
2011-01-05 14:56:00,5.5999999999999996,64.0,-9999.0,1025.3,0.0,12.199999999999999,16.100000000000001,-9999.0,0.0
2011-01-05 15:56:00,7.2000000000000002,74.0,-9999.0,1025.0,0.0,11.699999999999999,16.100000000000001,-9999.0,11.1
2011-01-05 16:56:00,5.5999999999999996,69.0,-9999.0,1024.5,0.0,11.1,16.100000000000001,-9999.0,18.5
2011-01-05 17:56:00,6.0999999999999996,77.0,-9999.0,1024.5999999999999,0.0,10.0,16.100000000000001,-9999.0,14.800000000000001
2011-01-05 18:56:00,4.4000000000000004,66.0,-9999.0,1024.8,0.0,10.6,16.100000000000001,-9999.0,16.699999999999999
2011-01-05 19:56:00,5.0,74.0,-9999.0,1025.0,0.0,9.4000000000000004,16.100000000000001,-9999.0,14.800000000000001
2011-01-05 20:56:00,3.8999999999999999,74.0,-9999.0,1025.2,0.0,8.3000000000000007,16.100000000000001,-9999.0,5.5999999999999996
2011-01-05 21:56:00,3.8999999999999999,80.0,-9999.0,1025.7,0.0,7.2000000000000002,16.100000000000001,-9999.0,7.4000000000000004
2011-01-05 22:56:00,3.8999999999999999,71.0,-9999.0,1026.0,0.0,8.9000000000000004,16.100000000000001,-9999.0,14.800000000000001
2011-01-05 23:56:00,3.0,76.0,-9999.0,1025.5999999999999,0.0,7.0,16.100000000000001,-9999.0,5.5999999999999996
2011-01-06 00:56:00,3.2999999999999998,85.0,-9999.0,1025.2,0.0,5.5999999999999996,16.100000000000001,-9999.0,5.5999999999999996
2011-01-06 01:56:00,2.7999999999999998,86.0,-9999.0,1025.0,0.0,5.0,16.100000000000001,-9999.0,5.5999999999999996
2011-01-06 02:56:00,2.7999999999999998,86.0,-9999.0,1024.7,0.0,5.0,16.100000000000001,-9999.0,0.0
2011-01-06 03:56:00,1.7,89.0,-9999.0,1024.5999999999999,0.0,3.2999999999999998,16.100000000000001,-9999.0,0.0
2011-01-06 04:56:00,1.0,87.0,-9999.0,1024.3,0.0,3.0,16.100000000000001,-9999.0,0.0
2011-01-06 05:56:00,1.7,89.0,-9999.0,1024.7,0.0,3.2999999999999998,16.100000000000001,-9999.0,5.5999999999999996
2011-01-06 06:56:00,2.2000000000000002,89.0,-9999.0,1024.5999999999999,0.0,3.8999999999999999,16.100000000000001,-9999.0,7.4000000000000004
2011-01-06 07:56:00,5.0,89.0,-9999.0,1024.5999999999999,0.0,6.7000000000000002,14.5,-9999.0,11.1
2011-01-06 08:56:00,2.7999999999999998,74.0,-9999.0,1024.9000000000001,0.0,7.2000000000000002,14.5,-9999.0,13.0
2011-01-06 09:56:00,3.2999999999999998,73.0,-9999.0,1025.0,0.0,7.7999999999999998,14.5,-9999.0,9.3000000000000007
2011-01-06 10:56:00,4.4000000000000004,79.0,-9999.0,1024.7,0.0,7.7999999999999998,14.5,-9999.0,11.1
2011-01-06 11:56:00,4.4000000000000004,71.0,-9999.0,1023.5,0.0,9.4000000000000004,14.5,-9999.0,7.4000000000000004
